Sportart	die	idman növü
Sportler	der	idmançı
Sprache	die	dil
Muttersprache	die	ana dili
Sprechstunde	die	qəbul saatı
Spritze	die	iynə, şpris
Spülmaschine	die	qabyuyan maşın
Spur	die	iz
Staat	der	dövlət
Staatsangehörigkeit	die	vətəndaşlıq
Stadion	das	stadion
Stadt	die	şəhər
Stadtplan	der	şəhər xəritəsi
Standesamt	das	nikah şöbəsi
Standpunkt	der	nöqteyi-nəzər
Star	der	ulduz (məşhur)
Start	der	start
Station	die	stansiya; palata
Stau	der	tıxac
Staub	der	toz
Steak	das	steyk
Steckdose	die	elektrik rozetkası
Stecker	der	fiş
Stein	der	daş
Stelle	die	yer; vəzifə
Stempel	der	möhür
Stern	der	ulduz
Steuer	die	vergi
Stiefel	der	çəkmə
Stimme	die	səs
Stimmung	die	əhval-ruhiyyə
Stirn	die	alın
Stock	der	mərtəbə
Stockwerk	das	mərtəbə
Stoff	der	parça; maddə
Störung	die	nasazlıq; narahatlıq
Strafe	die	cərimə
Strafzettel	der	cərimə bileti
Strand	der	çimərlik
Straße	die	küçə
Strecke	die	məsafə; marşrut
Streichholz	das	kibrit
Streik	der	tətil
Streit	der	mübahisə
Stress	der	stress
Strom	der	elektrik cərəyanı
Strumpf	der	corab
Stück	das	parça; ədəd
Student	der	tələbə
Studium	das	ali təhsil
Studio	das	studiya
Stufe	die	pillə
Stuhl	der	stul
Stunde	die	saat
Sturm	der	fırtına
Süden	der	cənub
Supermarkt	der	supermarket
Suppe	die	şorba
Symbol	das	simvol
System	das	sistem
Tabelle	die	cədvəl
Tablette	die	həb
Tafel	die	lövhə
Tagesablauf	der	gündəlik rejim
Tagesmutter	die	gündüz qayğıçısı
Tal	das	vadi
Tankstelle	die	yanacaqdoldurma məntəqəsi
Tante	die	bibi, xala
Tanz	der	rəqs
Tarif	der	tarif
Tasche	die	çanta; cib
Taschentuch	das	dəsmal
Tasse	die	fincan
Taste	die	düymə
Tastatur	die	klaviatura
Tat	die	əməl, hərəkət
Täter	der	cinayətkar
Tätigkeit	die	fəaliyyət
Taxi	das	taksi
Team	das	komanda
Technik	die	texnika
Tee	der	çay
Teil	der	hissə
Teilzeit	die	yarımştat
Teilnahme	die	iştirak
Teilnehmer	der	iştirakçı
Telefon	das	telefon
Teller	der	boşqab
Temperatur	die	temperatur
Tempo	das	sürət
Tennis	das	tennis
Teppich	der	xalça
Termin	der	görüş vaxtı
Terrasse	die	terras
Test	der	test
Text	der	mətn
Theater	das	teatr
Thema	das	mövzu
Therapie	die	terapiya
Ticket	das	bilet
Tier	das	heyvan
Haustier	das	ev heyvanı
Tierpark	der	heyvanat parkı
Tipp	der	məsləhət
Tisch	der	masa
Titel	der	başlıq; titul
Tochter	die	qız
Tod	der	ölüm
Toilette	die	tualet
Tomate	die	pomidor
Tonne	die	ton; çəllək
Top	das	top (gödək bluza)
Topf	der	qazan
Tor	das	qapı; qol
Tote	der	ölü
Tour	die	tur
Tourismus	der	turizm
Tourist	der	turist
Tradition	die	ənənə
Trainer	der	məşqçi
Training	das	məşq
Transport	der	nəqliyyat, daşıma
Trauung	die	nikah mərasimi
Traum	der	yuxu; arzu
Treffpunkt	der	görüş yeri
Trennung	die	ayrılıq
Treppe	die	pilləkən
Trinkgeld	das	bahşiş
Tropfen	der	damcı
T-Shirt	das	futbolka
Tür	die	qapı
Turm	der	qala
Tüte	die	kisə, torba
Typ	der	tip
U-Bahn	die	metro
Übung	die	məşq
Überraschung	die	sürpriz
Übersetzer	der	tərcüməçi
Übersetzung	die	tərcümə
Überstunde	die	əlavə iş saatı
Überweisung	die	bank köçürməsi
Überzeugung	die	əminlik
Umfrage	die	sorğu
Umgebung	die	ətraf
Umleitung	die	dolama yol
Umwelt	die	ətraf mühit
Umzug	der	köç
Unfall	der	qəza
Unglück	das	bədbəxtlik
Unterhaltung	die	əyləncə
Unterkunft	die	qalacaq yer
Unterlagen	die	sənədlər
Unterricht	der	dərs
Unterschied	der	fərq
Unterschrift	die	imza
Unterstützung	die	dəstək
Untersuchung	die	müayinə
Urlaub	der	məzuniyyət
Ursache	die	səbəb
Urteil	das	hökm
Vater	der	ata
Veranstaltung	die	tədbir
Verantwortung	die	məsuliyyət
Verband	der	birlik; sarğı
Verbindung	die	əlaqə
Verbraucher	der	istehlakçı
Verbrecher	der	cinayətkar
Verdacht	der	şübhə
Verein	der	dərnək, klub
Verfallsdatum	das	yararlılıq müddəti
Vergangenheit	die	keçmiş
Vergleich	der	müqayisə
Verhalten	das	davranış
Verhältnis	das	münasibət
Verkehr	der	nəqliyyat
Verkehrsmittel	das	nəqliyyat vasitəsi
Verkehrszeichen	das	yol nişanı
Verkäufer	der	satıcı
Verletzung	die	xəsarət
Verlust	der	itki
Vermieter	der	ev sahibi
Vermittlung	die	vasitəçilik
Versicherung	die	sığorta
Verspätung	die	gecikmə
Versuch	der	cəhd
Vertrag	der	müqavilə
Vertrauen	das	etibar
Vertreter	der	nümayəndə
Vertretung	die	təmsilçilik
Verwaltung	die	idarəetmə
Verwandte	der	qohum
Verzeihung	die	bağışlanma
Visum	das	viza
Vitamin	das	vitamin
Vogel	der	quş
Vollzeit	die	tam iş günü
Vorschlag	der	təklif
Vorschrift	die	qayda, təlimat
Vorsicht	die	ehtiyat
Vorstellung	die	təqdimat; tamaşa
Vorteil	der	üstünlük
Vorwahl	die	şəhər kodu
Vorwurf	der	töhmət
Wagen	der	vaqon; avtomobil
Wahl	die	seçim; seçki
Wahrheit	die	həqiqət
Wald	der	meşə
Wand	die	divar
Wanderung	die	gəzinti, piyada səyahət
Ware	die	mal
Wärme	die	istilik
Waschmittel	das	yuyucu vasitə
Wasser	das	su
WC	das	tualet
Wecker	der	zəngli saat
Weg	der	yol
Wein	der	şərab
Weiterbildung	die	ixtisasartırma
Welt	die	dünya
Weltmeister	der	dünya çempionu
Weltmeisterschaft	die	dünya çempionatı
Werk	das	əsər; zavod
Werkstatt	die	emalatxana
Werkzeug	das	alət
Wert	der	dəyər
Westen	der	qərb
Wettbewerb	der	müsabiqə
Wetter	das	hava
Wetterbericht	der	hava proqnozu
Wiese	die	çəmənlik
Wind	der	külək
Wirkung	die	təsir
Wirklichkeit	die	reallıq
Wirt	der	restoran sahibi
Wirtschaft	die	iqtisadiyyat
Witz	der	zarafat
Wohngeld	das	mənzil subsidiyası
Wohngemeinschaft	die	birgə yaşayış yeri
Wohnung	die	mənzil
Wohnungsamt	das	mənzil idarəsi
Wohnzimmer	das	qonaq otağı
Wolke	die	bulud
Wolle	die	yun
Wort	das	söz
Wörterbuch	das	lüğət
Wunde	die	yara
Wunder	das	möcüzə
Wunsch	der	arzu
Wurst	die	kolbasa
Zahl	die	rəqəm
Zahlung	die	ödəniş
Zahn	der	diş
Zahnpasta	die	diş pastası
Zeichen	das	işarə
Zeit	die	vaxt
Zeitarbeit	die	müvəqqəti iş
Zeitpunkt	der	an
Zeitschrift	die	jurnal
Zeitung	die	qəzet
Zelt	das	çadır
Zentrum	das	mərkəz
Zertifikat	das	sertifikat
Zettel	der	kağız parçası
Zeug	das	mallar, əşya
Zeuge	der	şahid
Zeugnis	das	şəhadətnamə
Ziel	das	məqsəd
Zigarette	die	siqaret
Zimmer	das	otaq
Zinsen	die	faiz
Zitrone	die	limon
Zoll	der	gömrük
Zone	die	zona
Zoo	der	zoopark
Zucker	der	şəkər
Zufall	der	təsadüf
Zuhause	das	ev
Zuhörer	der	dinləyici
Zukunft	die	gələcək
Zulassung	die	icazə
Zusammenarbeit	die	əməkdaşlıq
Zuschauer	der	tamaşaçı
Zustand	der	vəziyyət
Zustimmung	die	razılıq
Zuwanderer	der	miqrant, sonradan gələn şəxs
Zweck	der	məqsəd
Zwiebel	die	soğan
